ID,Price-in-dollars
uid_47669,3888.541764
uid_8721,4123.343491
uid_46906,1534.533389
uid_24406,5033.743886
uid_43109,539.5476304
uid_19237,727.8143481
uid_22641,4646.10708
uid_37033,7034.118587
uid_1119,15369.95568
uid_30353,5760.884716
uid_16000,1523.253876
uid_17878,-742.0660797
uid_14610,1676.428008
uid_10807,6756.228467
uid_30032,739.9815381
uid_31057,273.6867997
uid_15689,871.7923313
uid_10033,890.4340917
uid_31102,5341.715021
uid_2884,6645.954866
uid_1017,639.966168
uid_34282,3776.797706
uid_29771,4425.440171
uid_5584,5465.850673
uid_21560,10375.77741
uid_3462,5429.819497
uid_6815,4414.803591
uid_16892,1181.887159
uid_12591,12108.25246
uid_18927,8109.760737
uid_37374,2857.195695
uid_48068,4609.704892
uid_17629,88.66270302
uid_6849,11112.39888
uid_1296,3853.18698
uid_24109,10775.08706
uid_25578,525.2020988
uid_41733,2344.806391
uid_29423,3352.472068
uid_15846,1049.262678
uid_9764,8622.21702
uid_16474,11548.23519
uid_10636,5454.926828
uid_4714,459.6348986
uid_4423,13708.01375
uid_2014,154.6186842
uid_14934,660.2773961
uid_28080,276.7678493
uid_28549,4433.889221
uid_4943,2064.363014
uid_42441,1802.63879
uid_34947,6559.868939
uid_40598,456.5241506
uid_53735,10070.45243
uid_24398,1051.549421
uid_3732,1737.653341
uid_39886,4817.484785
uid_14541,14683.7112
uid_5066,2854.212982
uid_7174,11849.76059
uid_1750,15699.56749
uid_3348,1081.158426
uid_36454,2798.594449
uid_46825,43.1054639
uid_1563,2254.111482
uid_502,2017.182272
uid_9356,12802.43935
uid_35366,6066.869808
uid_7836,4693.923127
uid_23137,676.7790295
uid_47022,820.2198465
uid_45704,14067.94545
uid_52448,12309.10135
uid_11808,1911.127049
uid_38076,1581.882918
uid_4438,747.5558264
uid_14311,3545.49573
uid_2096,-1193.735239
uid_15530,806.3777164
uid_7907,4978.933933
uid_24043,1363.875442
uid_50471,528.0559135
uid_32525,6088.847003
uid_19790,4034.209737
uid_39107,5753.987408
uid_45070,4059.602925
uid_6380,3298.997296
uid_12072,1071.217309
uid_49691,205.3251599
uid_5676,3739.583615
uid_49771,11314.34257
uid_21935,5576.149148
uid_22985,1787.022033
uid_26240,-1011.637261
uid_26591,4508.24114
uid_36690,2005.187386
uid_24461,7152.973709
uid_21440,2500.183311
uid_29730,1128.317399
uid_20956,3474.083735
uid_50342,1724.760885
uid_12020,4383.746984
uid_49618,4735.661856
uid_29074,-231.9216314
uid_16984,787.437242
uid_44188,14123.02135
uid_46151,3750.576667
uid_39876,1820.845255
uid_22656,4047.399164
uid_48863,16047.51781
uid_35440,2272.137082
uid_33377,5762.470914
uid_9098,1877.658173
uid_34238,7268.253934
uid_51790,14984.81483
uid_4909,5703.600874
uid_14912,5422.020232
uid_37474,671.852661
uid_35337,6334.110016
uid_47744,3140.602354
uid_33763,875.1102009
uid_53724,4598.935034
uid_33977,5694.560613
uid_8778,1361.366729
uid_42668,1534.645262
uid_35135,2584.597912
uid_45885,1162.328417
uid_21811,-483.1899896
uid_51189,2600.888988
uid_16900,847.7446062
uid_6140,6162.112617
uid_37678,5214.228767
uid_41180,3475.038374
uid_20172,2520.615829
uid_16010,11129.41041
uid_35439,2978.088781
uid_17626,8997.076612
uid_3379,4607.934546
uid_13947,160.5485901
uid_10250,1646.030651
uid_1645,3150.052179
uid_53307,4873.639293
uid_7962,7568.52959
uid_3571,11259.64652
uid_4859,1177.771349
uid_3650,14155.73804
uid_6882,483.8367302
uid_23069,4070.985614
uid_16518,4548.983974
uid_39608,4750.61
uid_20770,943.9861201
uid_6864,402.7490267
uid_20994,1321.823462
uid_37377,1482.848053
uid_16214,3517.566436
uid_13550,2078.011001
uid_14308,3228.607695
uid_49525,7749.0116
uid_19,5042.166239
uid_39708,2518.228072
uid_14126,1993.495779
uid_2590,627.3654496
uid_39398,5271.630138
uid_30744,3321.416515
uid_29020,7330.350131
uid_44396,90.06040748
uid_28126,4244.245026
uid_23132,10578.76136
uid_24044,176.7802382
uid_44170,-570.1704653
uid_26419,555.9656951
uid_20427,390.9643716
uid_39722,3428.824802
uid_36858,1141.304666
uid_43818,536.5126924
uid_22439,7735.037601
uid_19934,6217.090624
uid_17315,3147.540234
uid_36150,939.8986944
uid_2697,2000.435573
uid_34767,14549.19935
uid_29050,1758.090133
uid_17425,2472.991647
uid_42058,3654.703713
uid_39394,6735.979884
uid_30523,-510.3220744
uid_25305,9172.432668
uid_47830,4244.271179
uid_45585,9735.667012
uid_22504,3029.387635
uid_32996,481.2101113
uid_50724,6144.863471
uid_12448,-343.5704119
uid_25369,6166.945999
uid_29974,2921.438091
uid_52057,2864.216682
uid_51135,6745.644037
uid_48775,1893.499899
uid_39140,89.92575547
uid_35707,6786.872096
uid_1134,1561.201757
uid_24201,584.8911608
uid_5904,1396.141705
uid_19170,5495.813093
uid_10421,8891.786866
uid_19205,1029.121419
uid_52583,7257.244029
uid_2032,2759.967361
uid_25529,1509.599201
uid_34691,2198.487599
uid_24892,4966.78833
uid_50638,5837.744111
uid_48904,1885.315433
uid_51416,6625.224841
uid_42010,3015.037337
uid_52506,675.3038097
uid_28018,3006.776049
uid_44356,2394.102999
uid_30512,7247.462094
uid_41392,2211.039249
uid_27859,4343.267289
uid_42973,4796.78048
uid_46107,174.8145575
uid_38683,1295.294972
uid_30164,1873.449208
uid_49301,2085.293424
uid_43552,13345.74198
uid_21124,3113.637294
uid_12474,2362.623874
uid_26423,2638.016447
uid_15997,11795.61923
uid_20010,1772.371522
uid_38133,-1539.357256
uid_2595,213.1540539
uid_33413,2067.010858
uid_28571,4738.194396
uid_48736,2047.838048
uid_5989,5651.714829
uid_45259,16861.85053
uid_10383,1011.04327
uid_7529,6098.623247
uid_39741,12699.99525
uid_14273,11189.83701
uid_33056,3068.805848
uid_40888,-38.86970817
uid_20641,5697.210982
uid_36094,3509.599867
uid_48173,2834.103519
uid_18482,14219.99368
uid_48000,2097.093987
uid_13,1888.913262
uid_783,2179.843458
uid_52343,1575.500583
uid_13220,18.79203974
uid_36099,2384.877346
uid_42729,6513.235311
uid_50820,1561.560428
uid_26790,-499.1250429
uid_22797,3746.016587
uid_28957,6266.310484
uid_529,3646.837423
uid_41693,1016.060381
uid_44156,8327.915731
uid_52511,6967.471727
uid_22600,6300.865202
uid_46706,5022.551281
uid_22478,6804.945249
uid_23887,3540.116948
uid_32363,-1326.424936
uid_35592,732.1212335
uid_7780,2056.318581
uid_45513,1716.08884
uid_40599,10892.49007
uid_40799,4322.271128
uid_27836,14388.70339
uid_31473,2116.205217
uid_27126,7077.126724
uid_44219,2749.934209
uid_20708,14134.27658
uid_7199,4954.082729
uid_46346,2692.280791
uid_33137,5160.252411
uid_51961,6568.119845
uid_35887,4301.322803
uid_7318,6120.242498
uid_21480,262.9474053
uid_38382,396.3781533
uid_29659,5791.435873
uid_10060,6276.449517
uid_31036,773.9556362
uid_42203,1974.324949
uid_35855,10027.55612
uid_34785,324.7278092
uid_18247,827.7569168
uid_15122,3479.44344
uid_22354,6664.36246
uid_1722,5313.965682
uid_36557,747.8710041
uid_49006,1952.403444
uid_47552,6272.083378
uid_42373,2785.216252
uid_40940,420.1062892
uid_1073,222.6439147
uid_27069,2297.689855
uid_8796,5616.692442
uid_35538,6273.62667
uid_35782,3071.273917
uid_44070,595.3664425
uid_22049,2405.951294
uid_29070,9118.948083
uid_2099,5839.731772
uid_2391,1466.075875
uid_25555,6639.5647
uid_44920,-258.2794184
uid_53609,4935.353449
uid_12391,2609.687577
uid_15992,12614.01705
uid_14584,4078.682378
uid_34159,9662.956038
uid_38474,6884.977348
uid_23332,8151.992624
uid_52357,1353.135959
uid_43883,14135.48326
uid_41914,1618.612108
uid_16524,516.905562
uid_46084,1813.362545
uid_35931,4370.672665
uid_33199,1948.568004
uid_33064,1812.626426
uid_46494,4323.837248
uid_49035,1290.075197
uid_9436,750.2315303
uid_40565,317.9125991
uid_29133,-344.2201847
uid_11642,2561.176992
uid_32452,1593.965538
uid_47491,7924.731583
uid_4259,10529.82484
uid_14616,1423.312526
uid_9733,3481.079187
uid_13046,2466.826221
uid_40333,6338.951362
uid_40189,2774.341879
uid_26162,794.1746228
uid_43965,106.9442798
uid_14743,990.5569451
uid_3301,3345.551538
uid_51491,4200.324829
uid_45020,5191.251711
uid_36278,3854.737494
uid_40518,15242.18166
uid_18075,3202.974807
uid_36414,10496.71397
uid_11784,2935.006047
uid_2945,6414.926678
uid_4152,2055.58707
uid_36326,-466.6854682
uid_12349,3964.922838
uid_2792,6246.005346
uid_51347,8443.832109
uid_10462,3742.43741
uid_13140,1920.036189
uid_14612,875.6523987
uid_29856,2156.228239
uid_13702,2205.920991
uid_30382,6905.838235
uid_31106,7405.452996
uid_27420,2818.01402
uid_48244,1393.169524
uid_41324,5869.081359
uid_31240,3803.56805
uid_52606,1213.485307
uid_34818,7786.599865
uid_38862,7453.063167
uid_33302,1314.623384
uid_29241,1455.500862
uid_3202,3550.993453
uid_10602,1300.866646
uid_23027,-720.547846
uid_29843,5232.833831
uid_13727,-189.753307
uid_4137,2307.689571
uid_27372,3322.576947
uid_11896,37.96088967
uid_33093,1816.811588
uid_24181,3394.626305
uid_8725,1897.4754
uid_26219,318.341329
uid_28529,7136.791231
uid_28863,3955.566579
uid_25929,4878.577577
uid_39702,256.727401
uid_5619,431.5074765
uid_17136,2784.750522
uid_16146,4384.282641
uid_19882,594.5536709
uid_47190,5378.781738
uid_47991,2015.541704
uid_28551,983.388904
uid_15556,6077.472225
uid_13972,10860.94327
uid_5418,5778.838963
uid_27428,4480.367717
uid_36605,15131.85762
uid_24411,1156.751523
uid_20636,5485.958423
uid_17052,1797.329542
uid_33197,11792.35041
uid_36741,6854.213005
uid_11812,1228.957071
uid_18558,4713.989682
uid_35067,1593.703603
uid_28095,4035.477019
uid_42837,2836.408292
uid_15087,11599.21454
uid_19777,1679.70298
uid_14722,798.9636058
uid_14053,2979.091049
uid_32885,-845.1573086
uid_27447,-1580.46328
uid_29933,4248.519965
uid_38520,15276.05438
uid_13052,7093.284523
uid_33538,6557.528935
uid_32587,-818.6205512
uid_22563,13031.41918
uid_13820,9007.697131
uid_31334,881.4668185
uid_43248,4777.61002
uid_15443,707.6660688
uid_32672,879.4701142
uid_52900,12418.7062
uid_36841,1034.869947
uid_52713,7262.536496
uid_19435,3816.678818
uid_44962,2525.100993
uid_13639,4319.21796
uid_17169,11119.16212
uid_1070,3254.438181
uid_35158,8933.974053
uid_53410,4693.40655
uid_27223,1940.812052
uid_84,1001.795147
uid_26672,1660.78791
uid_40556,923.7280711
uid_33509,684.6154996
uid_33615,7755.439011
uid_51746,1260.997719
uid_29520,6982.285951
uid_27410,2647.991242
uid_35377,1082.296624
uid_11316,247.1327668
uid_47274,532.6329326
uid_7015,5741.39618
uid_747,2224.340725
uid_4193,17238.13647
uid_35125,290.7682648
uid_34281,9047.658532
uid_52611,2962.26951
uid_3523,6836.714488
uid_21445,7192.331768
uid_22639,14563.49328
uid_32444,8355.330013
uid_49583,-54.19285293
uid_14263,6427.461911
uid_37004,2778.548881
uid_29224,3965.135118
uid_50759,2155.073598
uid_21999,745.0315322
uid_52520,2034.638224
uid_29503,-430.3370681
uid_28572,-550.0743707
uid_32016,6426.931653
uid_34889,11030.82776
uid_37432,11604.27572
uid_35537,2158.188705
uid_2818,4407.531348
uid_46892,1298.942535
uid_33084,2311.69349
uid_1276,8284.932508
uid_35784,15724.27579
uid_22871,4799.520821
uid_17209,5281.851547
uid_52440,1213.135544
uid_7340,9143.451224
uid_16337,12215.25753
uid_47841,4821.72734
uid_38576,3667.075216
uid_19032,10281.94207
uid_31716,3663.657555
uid_5975,6935.026545
uid_43922,2288.038247
uid_39974,1700.680066
uid_11570,13055.33559
uid_13120,7318.433908
uid_4373,2496.835957
uid_3847,894.2966811
uid_6990,9307.531614
uid_1188,5339.82708
uid_32215,357.6872682
uid_11727,3434.456151
uid_396,3119.783082
uid_14104,597.7287978
uid_39902,2018.568451
uid_18699,740.1496469
uid_33695,5315.785488
uid_9709,2492.181758
uid_51931,1794.125121
uid_6526,5838.605532
uid_45172,813.3906746
uid_35201,4834.731484
uid_23905,6844.63827
uid_45022,1880.286375
uid_25338,375.7633489
uid_33970,3409.208589
uid_5345,1437.525028
uid_50419,1543.090594
uid_48097,4931.115654
uid_7331,4841.681968
uid_51086,4886.555596
uid_23986,2788.147502
uid_14163,3523.57413
uid_5657,920.2225344
uid_1743,4357.60895
uid_41103,5300.190395
uid_42350,587.9445535
uid_24489,-339.8814197
uid_10435,8090.692676
uid_43252,806.2247381
uid_26025,6768.67952
uid_29907,1386.080435
uid_38253,2465.129896
uid_735,1736.319105
uid_9499,6487.071144
uid_32627,3077.408834
uid_23931,1011.448806
uid_6005,1971.645336
uid_24454,618.8905554
uid_27659,5533.150192
uid_6907,5090.908861
uid_13785,2967.262205
uid_51747,533.757912
uid_4809,1912.680324
uid_8966,-144.9885529
uid_3454,9329.035838
uid_35846,15030.30862
uid_14560,9697.071518
uid_46613,1533.05903
uid_37304,-1479.303253
uid_37786,9592.714999
uid_34704,6005.736667
uid_51612,2216.672508
uid_37283,1214.217335
uid_5911,2391.046326
uid_34515,1081.761741
uid_21438,7436.819181
uid_13012,-457.4789815
uid_25390,418.4374592
uid_1289,1498.393451
uid_7437,4002.866039
uid_46518,1957.207204
uid_2731,629.6299013
uid_51783,5965.668117
uid_1861,605.8832021
uid_47786,923.6636972
uid_34921,1525.483582
uid_11596,12720.9254
uid_48343,106.4186007
uid_27229,2159.308654
uid_24593,1109.351335
uid_11831,2097.720476
uid_35754,9600.742454
uid_1039,5639.632485
uid_51865,4642.172232
uid_23309,2169.004578
uid_40753,2148.440454
uid_25371,671.4214479
uid_31374,2523.666067
uid_30153,1565.766798
uid_51585,1480.411189
uid_47041,2495.312192
uid_22000,10701.38661
uid_12239,1215.627171
uid_42028,1361.326633
uid_16974,985.2041272
uid_3158,475.6489302
uid_9014,4592.610064
uid_47345,1497.002494
uid_52552,2776.765866
uid_28192,3819.570793
uid_8580,425.4304042
uid_10062,3186.602652
uid_5389,-659.1131836
uid_21229,1252.255769
uid_8516,4096.086085
uid_47370,7405.732951
uid_48369,6198.753763
uid_14615,7490.1363
uid_34925,2062.13994
uid_50511,8881.818748
uid_32648,4709.59506
uid_27622,15080.64937
uid_41397,3650.256957
uid_15044,2172.748279
uid_50318,169.1522813
uid_41458,960.8558798
uid_4419,2972.828732
uid_32685,206.1888169
uid_20352,5804.905768
uid_13234,1589.535067
uid_11376,3391.766698
uid_23454,1626.289928
uid_5283,145.3657822
uid_5097,8195.902763
uid_26899,9145.907168
uid_29057,1414.172085
uid_24092,768.8571703
uid_33890,1923.451226
uid_30062,2156.898041
uid_43003,6434.71754
uid_45081,2151.985872
uid_16315,6665.88272
uid_45147,313.4264574
uid_52328,7523.909375
uid_21115,6265.466458
uid_15047,2432.592833
uid_47380,8740.162411
uid_25583,4667.942597
uid_26807,5414.320873
uid_12822,3540.556102
uid_5668,2522.594068
uid_27951,5128.3411
uid_32564,2370.291569
uid_37091,6752.668315
uid_9886,-288.7047039
uid_46927,14612.19001
uid_6781,-398.0191379
uid_15787,7373.595972
uid_51771,-645.2969597
uid_53116,792.9949151
uid_16971,1457.74966
uid_6477,2816.170675
uid_38540,533.583261
uid_45518,1463.233287
uid_36252,8334.21383
uid_40839,4640.221303
uid_20820,2216.370645
uid_21858,585.2771972
uid_22396,1446.411159
uid_53135,2669.308222
uid_36808,104.7848466
uid_16794,4446.51101
uid_8120,2710.913705
uid_38651,3063.581746
uid_37617,2708.622561
uid_1711,-240.3682068
uid_35212,1832.388177
uid_45002,10779.11092
uid_44047,452.0742333
uid_20298,7244.320323
uid_24086,563.9841145
uid_26804,2728.316636
uid_43802,6037.441758
uid_24843,-586.0465713
uid_32513,-1712.142747
uid_12000,1386.921853
uid_2217,6665.358404
uid_50929,660.8322577
uid_10785,8378.385884
uid_48862,1017.00203
uid_51767,1371.637892
uid_20525,5550.428165
uid_51279,6324.473
uid_48502,4251.277818
uid_15046,4410.183959
uid_579,2182.633167
uid_41948,496.2405276
uid_27399,1387.503578
uid_46703,454.1272417
uid_18681,7486.193813
uid_44799,7653.418015
uid_4234,6806.14056
uid_28278,6629.015493
uid_46804,1055.665943
uid_33848,18181.77818
uid_37536,2713.398741
uid_29436,-300.3335853
uid_46314,640.3913414
uid_5075,538.168104
uid_13169,152.0067378
uid_2872,6276.223889
uid_44749,-732.8704952
uid_29469,-962.392506
uid_32913,3063.382129
uid_41526,1193.007117
uid_34372,1978.424546
uid_36248,5715.948232
uid_3811,2776.828692
uid_26467,9125.903283
uid_30000,10719.01554
uid_46881,2369.549284
uid_40300,1834.672351
uid_4442,6227.442945
uid_26801,3909.906446
uid_51216,5412.889369
uid_18926,907.4011393
uid_16724,1346.831147
uid_4051,4677.000689
uid_25203,11876.24953
uid_47489,5585.232138
uid_40082,1793.325673
uid_12633,3633.628763
uid_33006,3472.136432
uid_38127,211.702002
uid_44176,2496.223806
uid_6278,1015.287984
uid_4199,7630.947885
uid_32750,2268.993258
uid_21278,3060.686233
uid_25879,6114.049829
uid_41656,5326.329737
uid_8750,7323.315305
uid_29655,2549.575268
uid_17410,6032.251161
uid_36020,-436.0456019
uid_17721,3888.032598
uid_40430,902.8963364
uid_53052,3351.643999
uid_8624,1145.840742
uid_14004,3848.914533
uid_49321,7003.890888
uid_19929,1700.446397
uid_22978,151.3542023
uid_46860,5675.402834
uid_22511,11555.99435
uid_3749,4344.38109
uid_49357,2454.490132
uid_11507,9067.994681
uid_3141,2096.01708
uid_17409,2547.901837
uid_53876,169.422136
uid_1919,4204.382595
uid_26842,1594.165659
uid_24944,1743.488492
uid_31936,2517.010274
uid_26809,3323.841879
uid_53653,8835.408044
uid_42686,8399.888517
uid_23650,6585.638185
uid_51312,3146.931356
uid_46849,2096.083644
uid_403,4596.007067
uid_46815,4494.637001
uid_29612,599.9244894
uid_48854,6639.850682
uid_21402,4512.01639
uid_2122,883.744229
uid_36993,-574.5838702
uid_30743,2199.349224
uid_525,3635.506254
uid_12323,2230.089603
uid_49724,-538.6149785
uid_4043,6757.885269
uid_38942,3229.266454
uid_35810,249.6510569
uid_41328,3367.266651
uid_2703,839.5900055
uid_45206,2037.429642
uid_35059,2604.697847
uid_51959,7981.176449
uid_23064,2324.748317
uid_5795,119.0758843
uid_13086,7700.267596
uid_39883,60.74778192
uid_44796,5158.797613
uid_53079,6691.012537
uid_9676,1265.234288
uid_49901,1617.112261
uid_33959,4045.674735
uid_37404,3628.735562
uid_1517,1219.517029
uid_52536,4904.600009
uid_47973,15919.96772
uid_10309,609.3069641
uid_24413,5312.123702
uid_4231,1830.122716
uid_34543,513.2210328
uid_35733,7775.900814
uid_25435,2941.561367
uid_18709,2799.845357
uid_11848,4447.343038
uid_45797,1573.581038
uid_26348,2244.556273
uid_11709,5940.648865
uid_25991,14478.31433
uid_24439,5032.998941
uid_32243,-991.0119562
uid_26032,262.2921063
uid_22484,747.2622943
uid_38594,1002.575148
uid_42952,1972.761651
uid_44367,438.5950088
uid_29816,8989.067223
uid_7337,2426.215284
uid_36124,910.7706293
uid_36257,1825.666379
uid_23187,724.9176016
uid_22749,-271.49444
uid_50927,6321.211582
uid_43917,1377.978792
uid_33646,1062.477156
uid_37814,1127.041463
uid_1398,6753.117066
uid_2422,4939.11245
uid_31221,5044.676388
uid_6324,465.8393995
uid_29909,3715.177519
uid_46128,-719.1038884
uid_692,1534.028652
uid_2090,4043.933275
uid_19411,1578.040009
uid_46780,708.7597262
uid_42859,-303.6180708
uid_50779,1556.225585
uid_4459,865.3864935
uid_3289,19517.02623
uid_15213,573.739389
uid_24140,3319.72425
uid_11610,4152.454303
uid_9914,453.4512647
uid_32271,241.2799779
uid_11969,5365.053398
uid_18627,6090.815742
uid_49334,11520.12246
uid_36176,4844.055151
uid_18321,10355.51423
uid_20629,7371.283645
uid_3407,6024.006397
uid_6227,12133.1481
uid_21326,1864.572484
uid_21632,4680.833988
uid_46192,14039.98161
uid_11026,7612.723422
uid_1813,4792.7869
uid_36068,1492.184171
uid_25700,9853.362643
uid_4690,6931.417543
uid_36903,3718.920984
uid_33329,9333.176718
uid_49868,4054.59644
uid_45110,14659.42961
uid_23907,5119.786011
uid_10553,4005.658012
uid_20802,3312.988755
uid_44772,-147.0862185
uid_7161,-1199.96345
uid_1130,616.1906174
uid_5164,3964.171217
uid_33407,2933.351045
uid_15011,1342.431542
uid_3416,2610.585981
uid_25138,1641.731866
uid_10575,4051.008543
uid_26900,809.3008646
uid_8161,5269.782283
uid_6552,2057.634127
uid_15495,5018.097441
uid_12677,4894.025572
uid_2997,445.5503594
uid_13664,4693.33434
uid_40253,562.5130624
uid_34245,9260.820296
uid_15331,6168.826909
uid_24277,1540.819055
uid_317,2088.802648
uid_21462,3265.359111
uid_23342,483.8534142
uid_35604,1526.446454
uid_22166,4484.756938
uid_17061,896.4703769
uid_53388,880.9192453
uid_3258,3005.015447
uid_30239,4838.03482
uid_6119,1442.560828
uid_47586,6081.940266
uid_11488,2865.678652
uid_29949,1102.182544
uid_40118,5629.70343
uid_28812,636.0902209
uid_41719,524.7812916
uid_22920,1244.136421
uid_35004,4746.085195
uid_24853,2350.32777
uid_48865,2549.411793
uid_8474,141.1151809
uid_19418,12674.23334
uid_32197,1457.377016
uid_15320,1369.203385
uid_50703,-675.5693967
uid_1875,9927.837358
uid_52202,2187.67543
uid_47392,1934.346002
uid_30857,826.6080847
uid_11874,8534.972418
uid_46131,11207.54661
uid_17655,6281.451232
uid_22206,3058.784559
uid_21991,4924.19346
uid_35751,570.8560212
uid_27670,6299.764704
uid_32726,818.2459174
uid_50396,1165.493329
uid_39197,3584.749206
uid_36276,6671.145607
uid_31229,2704.871129
uid_40027,3101.113921
uid_32359,3308.200736
uid_11957,7593.825472
uid_44471,5546.660485
uid_44118,986.9394557
uid_5484,13911.38123
uid_49486,1699.241276
uid_21798,2776.893232
uid_53494,584.08223
uid_15752,2241.709917
uid_6353,405.3277076
uid_41404,4370.373499
uid_12820,4369.208717
uid_3641,10539.90813
uid_52009,1037.446566
uid_18165,7600.355776
uid_8784,3136.392552
uid_48886,1479.089933
uid_44603,1521.712903
uid_22657,2187.469313
uid_3909,4108.237167
uid_20186,11464.45004
uid_14206,6210.580303
uid_47606,3724.185308
uid_44892,5119.453215
uid_16064,-113.2201666
uid_35344,2751.440823
uid_31530,765.6306996
uid_39106,6600.719893
uid_32654,920.8685881
uid_7583,3960.77895
uid_42171,872.6334508
uid_27997,-1061.012868
uid_48429,5661.713725
uid_33846,-909.3915026
uid_39389,5761.095524
uid_39732,15799.83103
uid_16091,10638.18474
uid_6640,3789.586974
uid_37629,1391.240667
uid_46817,5936.449305
uid_29040,10943.72208
uid_15229,8150.82229
uid_25904,961.6771849
uid_34756,23126.22533
uid_53065,3894.776864
uid_19408,1436.76485
uid_5152,8088.800114
uid_5776,1110.885381
uid_36639,2767.877347
uid_16341,5460.82162
uid_19888,5980.091459
uid_530,14770.68497
uid_25644,467.8236564
uid_17816,2028.325984
uid_37729,583.4958428
uid_27349,1062.658495
uid_3253,4734.313312
uid_11378,5373.281662
uid_39115,4780.609086
uid_20574,3622.073554
uid_10212,3511.760669
uid_27880,940.6252346
uid_29191,142.9314678
uid_35830,1813.76708
uid_24238,2810.844512
uid_51731,1404.022957
uid_14915,1351.565142
uid_3232,4483.250505
uid_51630,5630.304085
uid_19539,-1038.499281
uid_7506,728.9952768
uid_50861,3605.321142
uid_5529,615.885606
uid_7358,3256.732351
uid_10085,6771.50849
uid_28764,3406.018162
uid_24928,1639.531139
uid_50233,8790.615998
uid_4749,-654.0006088
uid_14720,584.4795661
uid_41355,2856.069695
uid_20267,4086.23603
uid_28677,2598.915971
uid_3412,8903.982023
uid_39623,2312.213422
uid_8234,2687.985837
uid_48842,2369.080836
uid_12130,2315.769392
uid_13134,3103.270981
uid_21449,4371.791073
uid_36486,7283.083035
uid_48402,1988.578368
uid_25713,4699.579133
uid_45112,-147.9815779
uid_53700,14997.29226
uid_53029,1503.688367
uid_36078,7579.533408
uid_16259,10172.97671
uid_9909,1115.488583
uid_44426,2270.499865
uid_38304,-1081.878066
uid_33263,2217.785926
uid_4669,4807.686829
uid_36044,3360.849025
uid_49749,-109.4906384
uid_15393,1446.948034
uid_13243,4111.738906
uid_40345,-6.904042427
uid_43984,2548.418529
uid_51027,653.489476
uid_10630,6205.480946
uid_23516,8936.306989
uid_19890,2135.323483
uid_30861,8089.153324
uid_8686,3984.452433
uid_38986,2697.013794
